paradigm,visibility,stim_type,voltage,sub_num
IB,invisible,f,5.16925793855405,sub9
IB,invisible,h,2.99416885085177,sub1015
IB,invisible,h,5.50462240039034,sub1016
IB,invisible,h,1.77258028661891,sub11
IB,invisible,h,1.55231524689439,sub12
IB,invisible,h,9.01308390318664,sub16
IB,invisible,h,6.38124849816707,sub17
IB,invisible,h,9.55786463461677,sub18
IB,invisible,h,0.507781774603135,sub6
IB,invisible,h,-0.511687284242811,sub7
IB,invisible,h,4.77216980074827,sub9
IB,visible,f,-0.163821481952371,sub1015
IB,visible,f,2.35842761520714,sub1016
IB,visible,f,3.13361230310893,sub11
IB,visible,f,1.88383787447592,sub12
IB,visible,f,8.05897220062606,sub16
IB,visible,f,7.30579263221355,sub17
IB,visible,f,8.28827755633866,sub18
IB,visible,f,-0.572587516095631,sub6
IB,visible,f,0.128060590768803,sub7
IB,visible,f,3.95807692860533,sub9
IB,visible,h,0.391274418359973,sub1015
IB,visible,h,4.2712907961016,sub1016
IB,visible,h,2.35175246462295,sub11
IB,visible,h,2.32849857624059,sub12
IB,visible,h,8.22099862538274,sub16
IB,visible,h,6.98575932946514,sub17
IB,visible,h,8.21910600928082,sub18
IB,visible,h,0.0167965170194847,sub6
IB,visible,h,-0.381011259303716,sub7
IB,visible,h,4.34107249711263,sub9
