phase,voltage,sub_num
phase_1,2.53717610265556,1015
phase_1,4.15204730289604,1015
phase_1,4.46567887984487,1015
phase_1,4.65213727447459,1015
phase_1,1.18940169419294,1015
phase_1,3.92598694366197,1015
phase_1,3.82558253535343,1015
phase_1,5.6413286085176,1015
phase_1,6.11429066837031,1015
phase_1,0.00840621090958221,1015
phase_1,2.35901983126555,1015
phase_1,-2.96146895314994,1015
phase_1,4.00141561100192,1015
phase_1,1.51692365897764,1015
phase_1,4.80372220504254,1015
phase_1,6.83766081396109,1015
phase_1,-6.49129993274267,1015
phase_1,1.09389613110437,1015
phase_1,2.75740905913583,1015
phase_1,6.86191241500205,1015
phase_1,1.04397905557462,1015
phase_1,1.14698209437993,1015
phase_1,6.90157592790355,1015
phase_1,1.47882558834238,1015
phase_1,-1.06054719471597,1015
phase_1,0.553554054912758,1015
phase_1,4.87371136260898,1015
phase_1,-1.17173700850002,1015
phase_1,-0.0596770795461762,1015
phase_1,2.21840001995807,1015
phase_1,2.10983727198623,1015
phase_1,1.67507523216627,1015
phase_1,0.678788828633406,1015
phase_1,-2.01036622532868,1015
phase_1,4.3154750844224,1015
phase_1,1.69366032130057,1015
phase_1,5.89389991788778,1015
phase_1,3.85241824142118,1015
phase_1,3.82876586960291,1015
phase_1,-2.27683591077922,1015
phase_1,1.79491403085662,1015
phase_1,1.24059192738911,1015
phase_1,5.94110287774612,1015
phase_1,1.37180400838946,1015
phase_1,-0.000200125850466612,1015
phase_1,0.676554907946893,1015
phase_1,3.89910670837553,1015
phase_1,4.27310723507463,1015
phase_1,5.175886059668,1015
phase_1,-2.91463487868262,1015
phase_1,1.6032026976642,1015
phase_1,0.852327472106753,1015
phase_1,-2.07794083073772,1015
phase_1,1.2588823805892,1015
phase_1,2.77070274002875,1015
phase_1,1.30506476968428,1015
phase_1,0.710171509502154,1015
phase_1,-2.46750349732417,1015
phase_1,1.42436191530978,1015
phase_1,-0.437030715851894,1015
phase_1,3.84382376947714,1015
phase_1,3.08289699420923,1015
phase_1,-1.77084400740394,1015
phase_1,-0.453772234838001,1015
phase_1,2.69364144418991,1015
phase_1,0.453376470934046,1015
phase_1,5.04107134256869,1015
phase_1,3.37295241632281,1015
phase_1,1.11961324683117,1015
phase_1,-5.9715927431489,1015
phase_1,-0.0662514875559966,1015
phase_1,2.26394790682462,1015
phase_1,-2.82021276407903,1015
phase_1,3.18008203905801,1015
