sub_num,phase_1,phase_2
1015,0.0595521885497937,-0.82207469566157
1016,3.86552265078779,2.87109507938931
11,-0.310358024647492,0.0577915569956098
12,0.843476220681112,0.756146727507334
16,7.66769085340773,8.39610556947575
17,5.85244071865762,7.85267338744947
18,5.42487192859514,5.70038429125259
6,-1.31275360011738,-1.83529608570879
7,-1.6894796733661,-1.66467169394011
9,4.54411561547064,3.80795671332986
