paradigm,visibility,stim_type,voltage,sub_num,IB
masking,visible,f,1.560225017,sub16,yes
masking,visible,f,10.52435422,sub16,yes
masking,visible,f,3.725103455,sub16,yes
masking,visible,f,7.116896892,sub16,yes
masking,visible,f,-2.852056658,sub16,yes
masking,visible,f,1.527055913,sub16,yes
masking,visible,f,8.240852761,sub16,yes
masking,visible,f,3.096238068,sub16,yes
masking,visible,f,0.304616062,sub16,yes
masking,visible,f,0.949567889,sub16,yes
masking,visible,f,-6.494084205,sub16,yes
masking,visible,f,4.693417024,sub16,yes
masking,visible,f,7.574932657,sub16,yes
masking,visible,f,4.969377791,sub16,yes
masking,visible,f,6.341185832,sub16,yes
masking,visible,f,1.406344072,sub16,yes
masking,visible,f,-8.385128884,sub16,yes
masking,visible,f,-3.22775622,sub16,yes
masking,visible,f,4.70019829,sub16,yes
masking,visible,f,5.666847186,sub16,yes
masking,visible,f,-3.809973263,sub16,yes
masking,visible,f,9.228786203,sub16,yes
masking,visible,f,-1.65049746,sub16,yes
masking,visible,f,-4.985731461,sub16,yes
masking,visible,f,7.357279432,sub16,yes
masking,visible,f,2.203549936,sub16,yes
masking,visible,f,3.864123532,sub16,yes
masking,visible,f,1.875222349,sub16,yes
masking,visible,f,-4.074164295,sub16,yes
masking,visible,f,6.545464751,sub16,yes
masking,visible,f,2.474692349,sub16,yes
masking,visible,f,6.08380809,sub16,yes
masking,visible,f,-1.428207951,sub16,yes
masking,visible,f,5.908475251,sub16,yes
masking,visible,f,0.015258311,sub16,yes
masking,visible,f,11.21660279,sub16,yes
masking,visible,f,-15.24411519,sub16,yes
masking,visible,f,2.492563103,sub16,yes
masking,visible,f,10.76789134,sub16,yes
masking,visible,f,3.833873847,sub16,yes
masking,visible,f,6.326174947,sub16,yes
masking,visible,f,-1.655109246,sub16,yes
masking,visible,f,0.768858991,sub16,yes
masking,visible,f,-3.524338137,sub16,yes
masking,visible,f,-6.557598273,sub16,yes
masking,visible,f,-0.841742248,sub16,yes
masking,visible,f,2.239869095,sub16,yes
masking,visible,f,3.340457378,sub16,yes
masking,visible,f,8.318492166,sub16,yes
masking,visible,f,3.196240245,sub16,yes
masking,visible,f,-1.465601331,sub16,yes
masking,visible,f,0.32206008,sub16,yes
masking,visible,f,6.285629821,sub16,yes
masking,visible,f,-4.135057366,sub16,yes
masking,visible,f,1.703056985,sub16,yes
masking,visible,f,4.264680584,sub16,yes
masking,visible,f,-2.600799879,sub16,yes
masking,visible,f,6.350170168,sub16,yes
masking,visible,f,-4.946401113,sub16,yes
masking,visible,f,9.120557345,sub16,yes
masking,visible,f,2.604294821,sub16,yes
masking,visible,f,-2.515281732,sub16,yes
masking,visible,f,4.004532865,sub16,yes
masking,visible,f,0.593388063,sub16,yes
masking,visible,f,1.963301163,sub16,yes
masking,visible,f,4.364284299,sub16,yes
