phase,voltage,sub_num
phase_1,5.47628881761325,1015
phase_1,-0.297889307113347,1015
phase_1,-1.07990077333647,1015
phase_1,3.50571296421381,1015
phase_1,3.30226371472258,1015
phase_1,4.19967620905076,1015
phase_1,-1.69184076674213,1015
phase_1,-1.16074441521521,1015
phase_1,3.01429163562536,1015
phase_1,1.26479113269702,1015
phase_1,2.6735877769302,1015
phase_1,-0.164081862731007,1015
phase_1,1.1386113424574,1015
phase_1,-5.96269696581878,1015
phase_1,-0.800954032235029,1015
phase_1,1.85043487003105,1015
phase_1,-3.46763186318901,1015
phase_1,6.22115390788323,1015
phase_1,13.0778203996887,1015
phase_1,-0.34124856639311,1015
phase_1,1.02778302460182,1015
phase_1,2.08257705778387,1015
phase_1,3.46811683383713,1015
phase_1,-3.20361275453729,1015
phase_1,1.17122023604377,1015
phase_1,-3.80706564492177,1015
phase_1,-3.84100864903117,1015
phase_1,-6.5628741813254,1015
phase_1,1.62833266762587,1015
phase_1,-1.38398630763308,1015
phase_1,-4.57043296063763,1015
phase_1,2.34039798999593,1015
phase_1,3.18553620990624,1015
phase_1,-0.503336535609462,1015
phase_1,2.91580547249787,1015
phase_1,-5.02207573468309,1015
phase_1,-0.762128609989195,1015
phase_1,7.55328156894132,1015
phase_1,-1.60339892749267,1015
phase_1,-3.50388819314749,1015
phase_1,-0.0488428443278873,1015
phase_1,2.94350717657055,1015
phase_1,2.67441806638889,1015
phase_1,-1.24590735196173,1015
phase_1,7.97057362675219,1015
phase_1,2.97535999144443,1015
phase_1,3.89431335308762,1015
phase_1,1.20286726023422,1015
phase_1,0.711031272000936,1015
phase_1,-6.3947751685334,1015
phase_1,0.565991023468032,1015
phase_1,0.63243425093717,1015
phase_1,-0.818337561992499,1015
phase_1,-0.223692406073744,1015
phase_1,-0.295523409156817,1015
phase_1,1.85811882604466,1015
phase_1,0.0266979036478791,1015
phase_1,5.2838195825719,1015
phase_1,3.23370427371302,1015
phase_1,-3.29335574920361,1015
phase_1,-2.0480420010734,1015
phase_1,2.52258610904329,1015
phase_1,-1.48661165411879,1015
phase_1,4.67436290189875,1015
phase_1,7.78295609190026,1015
phase_1,-2.63983919696557,1015
phase_1,4.3752496144114,1015
phase_1,-1.88374043925618,1015
phase_1,1.59081241052325,1015
phase_1,-5.47440494940831,1015
phase_1,3.56572712138715,1015
phase_1,-3.5009811479759,1015
phase_1,-5.52107520689436,1015
phase_1,-0.0111966669894965,1015
phase_1,-1.68366436238137,1015
phase_1,-0.474304778714565,1015
phase_1,10.2001157683123,1015
phase_1,3.53027597757486,1015
phase_1,6.26990629668307,1015
phase_1,-5.20668613284435,1015
phase_1,4.23347702415531,1015
phase_1,-4.48021815887759,1015
phase_1,-5.84726791668117,1015
phase_1,-2.60512706307488,1015
phase_1,2.70350634885382,1015
phase_1,-0.300652435388395,1015
phase_1,0.539233248464162,1015
phase_1,0.426750150116031,1015
phase_1,3.79961223685048,1015
phase_1,-4.62401693667972,1015
phase_1,4.93963069931428,1015
phase_1,-3.55962102811287,1015
phase_1,0.377738734990302,1015
phase_1,-4.50468637393071,1015
phase_1,-1.673675319435,1015
phase_1,2.25856845435908,1015
phase_1,-2.34990819522632,1015
phase_1,0.218666700328269,1015
phase_1,1.76572660503535,1015
phase_1,-2.9879084024823,1015
phase_1,2.04997379180414,1015
phase_1,1.36469413801385,1015
phase_1,-2.75709699057951,1015
phase_1,4.09291269838474,1015
phase_1,-1.64769701262688,1015
phase_1,-1.66954946942893,1015
phase_1,0.424502387335332,1015
phase_1,-5.35143614844131,1015
phase_1,-1.60050917353907,1015
phase_1,-7.84912739456483,1015
phase_1,-4.86898879116964,1015
phase_1,-0.00687495427552128,1015
phase_1,2.32558500140514,1015
phase_1,5.5082775577763,1015
phase_1,-0.635581987492363,1015
phase_1,-8.77166660395617,1015
phase_1,-3.77307503945832,1015
phase_1,-3.76995895861685,1015
phase_1,-2.03174245804828,1015
phase_1,0.797887332667553,1015
phase_1,-2.28971483291426,1015
phase_1,4.40670202096564,1015
phase_1,-6.07518958268201,1015
phase_1,1.26277032715406,1015
phase_1,-7.47223112015071,1015
phase_1,-1.90386466600881,1015
phase_1,-1.09932850840839,1015
phase_1,9.60550587357321,1015
phase_1,-0.377326716681135,1015
phase_1,7.43507821335131,1015
phase_1,9.91826511290463,1015
phase_1,-4.39096968214239,1015
phase_1,-1.2289790044806,1015
phase_1,-3.99878360652566,1015
phase_1,-2.17326107271729,1015
phase_1,-1.2368358948441,1015
phase_1,-0.561960590601415,1015
phase_1,-0.384017997566352,1015
phase_1,-2.57502721286402,1015
phase_1,2.68633247640746,1015
phase_1,0.393127210815673,1015
phase_1,3.55522951847169,1015
phase_1,-0.374039103345173,1015
phase_1,-2.80717160162738,1015
phase_1,2.50455455115767,1015
phase_1,-1.64265824337167,1015
phase_1,10.0930408925992,1015
phase_1,6.76304671682739,1015
phase_1,1.88240764821979,1015
phase_1,1.15477163399138,1015
phase_1,4.33037115753703,1015
phase_1,-3.85262577048386,1015
phase_1,-2.28046649336591,1015
phase_1,3.90211221778776,1015
phase_1,0.316343492683282,1015
phase_1,0.0965817714945237,1015
phase_1,0.58792746598233,1015
phase_1,-1.75174644116948,1015
phase_1,-5.90890537887308,1015
phase_1,-3.66911686383761,1015
phase_1,1.57278786032106,1015
phase_1,-1.34271015347057,1015
phase_1,-5.09645118811788,1015
phase_1,-3.2087229419269,1015
phase_1,2.20833201312214,1015
phase_1,-2.22235118062366,1015
phase_1,-0.870260043338808,1015
phase_1,-6.97081690830988,1015
phase_1,-4.26297768494761,1015
phase_1,0.875060878009107,1015
phase_1,3.24224171730188,1015
phase_1,-0.782604411216435,1015
phase_1,-1.66277468087078,1015
phase_1,2.23745718784281,1015
phase_1,2.53925833270988,1015
phase_1,-1.1619823178867,1015
phase_1,0.105222787687076,1015
phase_1,2.87880900412742,1015
phase_1,4.90110510995867,1015
phase_1,-5.02793030829412,1015
phase_1,2.96153247876418,1015
phase_1,2.63433560516552,1015
phase_1,3.19448277136175,1015
phase_1,2.27535695473595,1015
phase_1,-5.80335588493222,1015
phase_1,-3.38816598510653,1015
phase_1,-2.29203256836081,1015
phase_1,4.31041449095921,1015
phase_1,-4.13820232325155,1015
phase_1,-1.37868623600444,1015
phase_1,1.99343444851505,1015
phase_1,4.42524471750403,1015
phase_1,0.900775739444353,1015
phase_1,-4.23826431037114,1015
phase_1,2.03896908789146,1015
phase_1,6.49495389369818,1015
phase_1,-6.48887540397233,1015
phase_1,-7.71535289511224,1015
phase_1,1.87403754898352,1015
phase_1,-7.15029858005203,1015
phase_1,-3.29347790875533,1015
phase_1,1.5776311480082,1015
phase_1,-1.9916595010328,1015
phase_1,5.76124276273917,1015
phase_1,-2.5616574379114,1015
phase_1,1.79435131543685,1015
phase_1,-1.00055566606222,1015
phase_1,-0.351005525123782,1015
phase_1,-3.69899465571425,1015
phase_1,3.09391236802874,1015
phase_1,-0.917977054056486,1015
phase_1,2.12138520005049,1015
phase_1,1.33110064016498,1015
phase_1,-1.9080487938133,1015
phase_1,3.78543815819117,1015
phase_1,3.50189523446403,1016
phase_1,6.94573616102254,1016
phase_1,-4.84340853494283,1016
phase_1,5.63031530933801,1016
phase_1,4.51810124618531,1016
phase_1,6.94544417213991,1016
phase_1,2.80854156853781,1016
phase_1,12.3769962928532,1016
phase_1,-0.560189284314358,1016
phase_1,-6.21015165079434,1016
phase_1,-0.419435072920895,1016
phase_1,3.09485095616353,1016
phase_1,12.1428831706128,1016
phase_1,8.69225964805646,1016
phase_1,3.82810879754528,1016
phase_1,6.39427761123367,1016
phase_1,7.2947259313841,1016
phase_1,6.838767121366,1016
phase_1,4.30323382166492,1016
phase_1,14.8333429737789,1016
phase_1,9.70549163932425,1016
phase_1,8.20494590132142,1016
phase_1,15.1153911658009,1016
phase_1,-1.1785798725894,1016
phase_1,7.85726578899888,1016
phase_1,3.89370837768515,1016
phase_1,2.54332641257745,1016
phase_1,-1.78405114941257,1016
phase_1,-0.712422610866867,1016
phase_1,6.25305002804769,1016
phase_1,0.148569690689137,1016
phase_1,11.0004091411549,1016
phase_1,2.40475819141064,1016
phase_1,4.39872904026821,1016
phase_1,3.36579041319985,1016
phase_1,9.62470724938287,1016
phase_1,3.40148970836994,1016
phase_1,5.0747168195516,1016
phase_1,0.280213923939621,1016
phase_1,3.81613046934524,1016
phase_1,8.76811649867003,1016
phase_1,4.11150798598552,1016
