paradigm,visibility,stim_type,voltage,sub_num
masking,visible,f,0.666938972666,sub10
masking,visible,f,4.63291602143663,sub10
masking,visible,f,3.64449068875997,sub10
masking,visible,f,-0.851722818872641,sub10
masking,visible,f,-3.76215456044902,sub10
masking,visible,f,2.22864976233045,sub10
masking,visible,f,3.06526276635069,sub10
masking,visible,f,0.0725552319654899,sub10
masking,visible,f,-0.00247113309670161,sub10
masking,visible,f,1.94064378106562,sub10
masking,visible,f,-1.54344840286933,sub10
masking,visible,f,-2.9412512590551,sub10
masking,visible,f,5.37854093300045,sub10
masking,visible,f,-0.890813081555558,sub10
masking,visible,f,-1.65528084791525,sub10
masking,visible,f,3.18508971584913,sub10
masking,visible,f,-1.33709523679195,sub10
masking,visible,f,1.30865789988851,sub10
masking,visible,f,-1.30161045498966,sub10
masking,visible,f,-0.248036313041133,sub10
masking,visible,f,1.15249205982732,sub10
masking,visible,f,0.722999988339992,sub10
masking,visible,f,-1.045162285342,sub10
masking,visible,f,-0.909461926119479,sub10
masking,visible,f,0.899804932583359,sub10
masking,visible,f,-7.92616465116681,sub10
masking,visible,f,0.87080420595592,sub10
masking,visible,f,0.660762103571826,sub10
masking,visible,f,-1.46785413911552,sub10
masking,visible,f,4.7256262233977,sub10
masking,visible,f,1.37250267440442,sub10
masking,visible,f,4.74302194009921,sub10
masking,visible,f,-3.14885405027032,sub10
masking,visible,f,-1.26649458914299,sub10
masking,visible,f,-0.58093821914275,sub10
masking,visible,f,1.49841771182455,sub10
masking,visible,f,-2.80153390620007,sub10
masking,visible,f,0.546851850348806,sub10
masking,visible,f,3.51849881464309,sub10
masking,visible,f,6.49986379480606,sub10
masking,visible,f,-5.76182837047979,sub10
masking,visible,f,2.00470914556059,sub10
masking,visible,f,0.665520089268268,sub10
masking,visible,f,1.95659224921236,sub10
masking,visible,f,0.419894092877781,sub10
masking,visible,f,4.23125942379293,sub10
masking,visible,f,-1.00690778566068,sub10
masking,visible,f,3.85719724969903,sub10
masking,visible,f,-1.98208228773009,sub10
masking,visible,f,2.71743355260241,sub10
masking,visible,f,-0.16728944763091,sub10
masking,visible,f,-5.43570128398359,sub10
masking,visible,f,-1.90021482417777,sub10
masking,visible,f,5.90574843211347,sub10
masking,visible,f,-0.0945863779660533,sub10
masking,visible,f,3.62080347899564,sub10
masking,visible,f,-3.34935784300947,sub10
masking,visible,f,2.16231269057048,sub10
masking,visible,f,3.34310496606457,sub10
masking,visible,f,0.171691129542101,sub10
masking,visible,f,-3.49038089716781,sub10
masking,visible,f,0.998322382378575,sub10
masking,visible,f,-8.43890596689556,sub10
masking,visible,f,-1.53843105180028,sub10
masking,visible,f,-3.24679876881063,sub10
masking,visible,f,-0.343585904917724,sub10
masking,visible,f,-9.52820882386492,sub10
masking,visible,f,1.48421692933391,sub10
masking,visible,f,4.00647370672273,sub10
masking,visible,f,-4.35195266088433,sub10
masking,visible,f,-0.93421209279846,sub10
masking,visible,f,-4.24656413992632,sub10
masking,visible,f,2.23366634123404,sub10
masking,visible,f,0.951585480035804,sub10
masking,visible,f,1.24751885957851,sub10
masking,visible,f,-0.438442734949978,sub10
masking,visible,f,-0.904035941035758,sub10
masking,visible,f,0.932987245318399,sub10
masking,visible,f,0.710522325239635,sub10
masking,visible,f,-1.80864723295654,sub10
masking,visible,f,0.230776053488625,sub10
masking,visible,f,-0.870767327163403,sub10
masking,visible,f,1.03340018192541,sub10
masking,visible,f,-0.807197106744121,sub10
masking,visible,f,6.99810617257372,sub10
masking,visible,f,3.0920419922521,sub10
masking,visible,f,0.777214233617653,sub10
masking,visible,f,-3.59769171646908,sub10
masking,visible,f,4.57564263455553,sub10
masking,visible,f,6.61854011964884,sub10
masking,visible,f,-2.11580701896157,sub10
masking,visible,f,0.205927919818797,sub10
masking,visible,f,-2.81923441656762,sub10
masking,visible,f,-0.0570429562380635,sub10
masking,visible,f,-6.37717406677327,sub10
masking,visible,f,5.67223126788548,sub10
masking,visible,f,-2.80958388378313,sub10
masking,visible,f,-11.8608834432827,sub10
masking,visible,f,2.96723633093417,sub10
masking,visible,f,-0.180385355965064,sub10
masking,visible,f,3.48389925951176,sub10
masking,visible,f,0.983297640730522,sub10
masking,visible,f,6.28877865345179,sub10
masking,visible,f,-1.9573316057365,sub10
masking,visible,f,3.13143070292559,sub10
masking,visible,f,-4.4463815879939,sub10
masking,visible,f,5.07049447753059,sub10
masking,visible,f,5.89406387270939,sub11
masking,visible,f,-0.938508969431601,sub11
masking,visible,f,7.53274121694209,sub11
masking,visible,f,-4.02870820103634,sub11
masking,visible,f,-4.25555388867888,sub11
masking,visible,f,0.704792849543133,sub11
masking,visible,f,2.70078661445311,sub11
masking,visible,f,4.7357613486481,sub11
masking,visible,f,2.99451270769892,sub11
masking,visible,f,0.843990240263922,sub11
masking,visible,f,4.2706325294856,sub11
masking,visible,f,6.62807000136382,sub11
masking,visible,f,0.288986749141191,sub11
masking,visible,f,-2.09980588208561,sub11
masking,visible,f,2.62511149341484,sub11
masking,visible,f,-0.20386249184445,sub11
masking,visible,f,-1.91485610007683,sub11
masking,visible,f,3.76291427927606,sub11
masking,visible,f,-1.94101636629523,sub11
masking,visible,f,2.51374804643678,sub11
masking,visible,f,-4.26675807452471,sub11
masking,visible,f,2.34008862326608,sub11
masking,visible,f,2.17711152261059,sub11
masking,visible,f,3.11407257808628,sub11
masking,visible,f,0.102520188153835,sub11
masking,visible,f,1.10740707037243,sub11
masking,visible,f,4.62577808674969,sub11
masking,visible,f,-3.45744148033726,sub11
masking,visible,f,0.152663832583898,sub11
masking,visible,f,-0.935402671510175,sub11
masking,visible,f,0.381077113940045,sub11
masking,visible,f,1.02280927130852,sub11
masking,visible,f,-4.82051082717147,sub11
masking,visible,f,-7.89909057510404,sub11
masking,visible,f,-3.4613737613989,sub11
masking,visible,f,1.28778311455374,sub11
masking,visible,f,5.86695602857404,sub11
masking,visible,f,4.82883303965885,sub11
masking,visible,f,-0.0802437159186324,sub11
masking,visible,f,2.65460055192918,sub11
masking,visible,f,6.81060239627973,sub11
masking,visible,f,-2.58582065203239,sub11
masking,visible,f,6.75977636667729,sub11
