paradigm,visibility,stim_type,voltage,sub_num
masking,visible,f,2.24065242220925,sub11
masking,visible,f,-4.81170102912044,sub11
masking,visible,f,4.85043293718228,sub11
masking,visible,f,-5.23432789733538,sub11
masking,visible,f,4.06150314525179,sub11
masking,visible,f,-2.25697408626805,sub11
masking,visible,f,-0.971450535903214,sub11
masking,visible,f,-3.14161581388631,sub11
masking,visible,f,3.11834426928045,sub11
masking,visible,f,1.25009330922784,sub11
masking,visible,f,-0.0243338927325021,sub11
masking,visible,f,0.894204915106555,sub11
masking,visible,f,1.79167919435877,sub11
masking,visible,f,3.26261976450353,sub11
masking,visible,f,-0.962288171809634,sub11
masking,visible,f,-0.432530558379115,sub11
masking,visible,f,0.213582065244774,sub11
masking,visible,f,3.56756795283361,sub11
masking,visible,f,1.4390721411503,sub11
masking,visible,f,1.46115304736529,sub11
masking,visible,f,5.66955492359347,sub11
masking,visible,f,-2.43376194236139,sub11
masking,visible,f,5.68244118502201,sub11
masking,visible,f,-3.62426405584885,sub11
masking,visible,f,-0.0195271779398494,sub11
masking,visible,f,1.75589425127662,sub11
masking,visible,f,-2.11471763319046,sub11
masking,visible,f,-0.370324087161349,sub11
masking,visible,f,2.46890195728692,sub11
masking,visible,f,1.05601342201003,sub11
masking,visible,f,2.57018434726529,sub11
masking,visible,f,-1.75289133673979,sub11
masking,visible,f,-0.367392162004258,sub11
masking,visible,f,-1.91151857695204,sub11
masking,visible,f,0.260343557149332,sub11
masking,visible,f,-0.951521899078386,sub11
masking,visible,f,-0.249993900806535,sub11
masking,visible,f,1.29957413280528,sub11
masking,visible,f,-3.18165153205059,sub11
masking,visible,f,-1.993026547898,sub11
masking,visible,f,-5.33336015051971,sub11
masking,visible,f,-2.68693531247485,sub11
masking,visible,f,-3.84317487196397,sub11
masking,visible,f,-6.4360931498032,sub11
masking,visible,f,-5.16085435946226,sub11
masking,visible,f,1.22465759436158,sub11
masking,visible,f,-2.58495369741487,sub11
masking,visible,f,1.08943104528128,sub11
masking,visible,f,-3.48583842568502,sub11
masking,visible,f,-2.9876276121914,sub11
masking,visible,f,-3.50455043921213,sub11
masking,visible,f,-1.4476914324327,sub11
masking,visible,f,-1.96270968693154,sub11
masking,visible,f,6.62102946263892,sub11
masking,visible,f,-2.09524213129178,sub11
masking,visible,f,2.29974260285513,sub11
masking,visible,f,-2.10801280626206,sub11
masking,visible,f,-0.238564604062784,sub11
masking,visible,f,-2.54986281575379,sub11
masking,visible,f,1.97345660168116,sub11
masking,visible,f,-2.11184361769258,sub11
masking,visible,f,2.15033221491837,sub12
masking,visible,f,0.00617960552424086,sub12
masking,visible,f,0.486630371563608,sub12
masking,visible,f,-0.814660944003768,sub12
masking,visible,f,1.40834646794122,sub12
masking,visible,f,-2.29144156769311,sub12
masking,visible,f,-0.526004772890023,sub12
masking,visible,f,-2.06845615444551,sub12
masking,visible,f,1.13144864544863,sub12
masking,visible,f,-1.51932263016651,sub12
masking,visible,f,2.2745130609035,sub12
masking,visible,f,0.739985179278033,sub12
masking,visible,f,0.320265829736746,sub12
masking,visible,f,3.56102323511597,sub12
masking,visible,f,0.652884109427929,sub12
masking,visible,f,3.43758165168143,sub12
masking,visible,f,-0.0539404881211949,sub12
masking,visible,f,1.38255668828049,sub12
masking,visible,f,2.97638752666687,sub12
masking,visible,f,4.34367199997157,sub12
masking,visible,f,0.993627802183235,sub12
masking,visible,f,-1.07522207199887,sub12
masking,visible,f,0.37251563707742,sub12
masking,visible,f,-0.151675062922652,sub12
masking,visible,f,-2.60847980754161,sub12
masking,visible,f,-2.92906335788345,sub12
masking,visible,f,1.40377208564591,sub12
masking,visible,f,-0.8195930012613,sub12
masking,visible,f,-1.3114043519968,sub12
masking,visible,f,2.92944436903158,sub12
masking,visible,f,-0.395366100562185,sub12
masking,visible,f,4.63976490071357,sub12
masking,visible,f,-2.16295942673342,sub12
masking,visible,f,1.61848034253461,sub12
masking,visible,f,0.94306797616012,sub12
masking,visible,f,-2.8832443710537,sub12
masking,visible,f,-3.02589749744377,sub12
masking,visible,f,2.95856223335951,sub12
masking,visible,f,-0.605394331293035,sub12
masking,visible,f,2.29414396359435,sub12
masking,visible,f,2.42988098034224,sub12
masking,visible,f,-0.799173949214783,sub12
masking,visible,f,-1.04618548414839,sub12
masking,visible,f,-10.6819519808913,sub12
masking,visible,f,-3.07236360332507,sub12
masking,visible,f,1.17382705569317,sub12
masking,visible,f,6.93890860553475,sub12
masking,visible,f,4.26730990052469,sub12
masking,visible,f,3.11342228602508,sub12
masking,visible,f,-1.38486253689372,sub12
masking,visible,f,-1.70957523190296,sub12
masking,visible,f,-1.30723632527214,sub12
masking,visible,f,-1.03580145749666,sub12
masking,visible,f,9.97989478607629,sub12
masking,visible,f,2.78453318506824,sub12
masking,visible,f,-0.660988056909031,sub12
masking,visible,f,-2.33583178046463,sub12
masking,visible,f,-2.50927822575464,sub12
masking,visible,f,-1.47243992225319,sub12
masking,visible,f,-11.410928159454,sub12
masking,visible,f,-0.208811741726524,sub12
masking,visible,f,-2.10676243544559,sub12
masking,visible,f,-5.08931731866285,sub12
masking,visible,f,3.94564213462248,sub12
masking,visible,f,-0.29641724304938,sub12
masking,visible,f,-0.818080686631273,sub12
masking,visible,f,-0.00373005992262256,sub12
masking,visible,f,0.957290842855237,sub12
masking,visible,f,-0.338239586955492,sub12
masking,visible,f,1.25163014539152,sub12
masking,visible,f,5.21345567668478,sub12
masking,visible,f,1.86924974598606,sub12
masking,visible,f,-2.03933575723185,sub12
masking,visible,f,-1.67796410234995,sub12
masking,visible,f,-2.38352453428674,sub12
masking,visible,f,-0.488894803938591,sub12
masking,visible,f,2.33517653826686,sub12
masking,visible,f,2.21922258951729,sub12
masking,visible,f,1.63331955668016,sub12
masking,visible,f,-0.390296054022635,sub12
masking,visible,f,-0.978230813040883,sub12
masking,visible,f,-2.23371627241618,sub12
masking,visible,f,0.831875955563276,sub12
masking,visible,f,-1.45294451846688,sub12
masking,visible,f,-0.591410505981626,sub12
masking,visible,f,0.480756091664829,sub12
masking,visible,f,0.215126964323497,sub12
masking,visible,f,-0.79700515460407,sub12
masking,visible,f,-1.4265189759148,sub12
masking,visible,f,-0.0312566162222837,sub12
masking,visible,f,0.195662661203166,sub12
masking,visible,f,2.13604920574984,sub12
masking,visible,f,-3.68404626824527,sub12
masking,visible,f,-0.781974315022179,sub12
masking,visible,f,1.5305448695737,sub12
masking,visible,f,0.675329352336457,sub12
masking,visible,f,1.85420035230691,sub12
masking,visible,f,-1.63506085890698,sub12
masking,visible,f,-1.95484789957455,sub12
masking,visible,f,-0.290138018877293,sub12
masking,visible,f,1.2191062202612,sub12
masking,visible,f,-1.63135642006157,sub12
masking,visible,f,1.25679570602358,sub12
masking,visible,f,-1.72339933899517,sub12
masking,visible,f,-1.6868267644391,sub12
masking,visible,f,-0.154546472610711,sub12
masking,visible,f,2.38840447914729,sub12
masking,visible,f,0.85917720615815,sub12
masking,visible,f,0.68249953198994,sub12
masking,visible,f,-1.93868111276931,sub12
masking,visible,f,-0.428156847935596,sub12
masking,visible,f,0.559464178508761,sub12
masking,visible,f,0.873712492516828,sub12
masking,visible,f,-1.81197737110477,sub12
masking,visible,f,-0.275288709588467,sub12
masking,visible,f,2.71749368547656,sub12
masking,visible,f,2.6771757693638,sub12
masking,visible,f,3.23090117227176,sub12
masking,visible,f,2.43236039473914,sub14
masking,visible,f,7.95311858060185,sub14
masking,visible,f,5.4553875637059,sub14
masking,visible,f,0.741474270823039,sub14
masking,visible,f,3.15073067895302,sub14
masking,visible,f,-0.567916671747361,sub14
masking,visible,f,2.20280527351759,sub14
masking,visible,f,0.204253491161741,sub14
masking,visible,f,-0.830266399349649,sub14
masking,visible,f,5.84729308893427,sub14
masking,visible,f,1.04321164552967,sub14
masking,visible,f,-0.889460630658375,sub14
masking,visible,f,-1.02577526238643,sub14
masking,visible,f,1.23131333909458,sub14
masking,visible,f,1.32545351673516,sub14
masking,visible,f,1.15399486392782,sub14
masking,visible,f,4.22409835566237,sub14
masking,visible,f,0.463810212701129,sub14
masking,visible,f,0.196426430828955,sub14
masking,visible,f,-1.7733145860728,sub14
masking,visible,f,0.184356952797916,sub14
masking,visible,f,-0.286086655860626,sub14
masking,visible,f,0.672948347875449,sub14
masking,visible,f,0.196758610160105,sub14
masking,visible,f,1.92901502426944,sub14
masking,visible,f,0.0721540343470917,sub14
masking,visible,f,2.19093923778469,sub14
masking,visible,f,-1.6721294080341,sub14
masking,visible,f,0.827942654689608,sub14
masking,visible,f,-1.76470712458491,sub14
masking,visible,f,-0.858577209197194,sub14
masking,visible,f,-0.210302207864883,sub14
masking,visible,f,-1.32143337539472,sub14
masking,visible,f,-4.33757023572089,sub14
masking,visible,f,1.39411298038785,sub14
masking,visible,f,0.65753293092737,sub14
masking,visible,f,1.45505872806992,sub14
masking,visible,f,-1.44567955767512,sub14
masking,visible,f,2.9252724969667,sub14
masking,visible,f,3.19312585568906,sub14
masking,visible,f,3.4030693706432,sub14
masking,visible,f,-2.15340900562535,sub14
masking,visible,f,7.06267452337114,sub14
masking,visible,f,-0.204010397586825,sub14
masking,visible,f,-0.779304241295634,sub14
masking,visible,f,0.394806775012978,sub14
masking,visible,f,0.75163850208169,sub14
masking,visible,f,-2.05018990141875,sub14
masking,visible,f,2.96048807842352,sub14
masking,visible,f,1.59991560918905,sub14
masking,visible,f,-3.38366394767621,sub14
masking,visible,f,-2.65855908563284,sub14
masking,visible,f,-2.21243959893246,sub14
masking,visible,f,-3.44387738598951,sub14
masking,visible,f,-0.818892147515018,sub14
masking,visible,f,-4.89988040455648,sub14
masking,visible,f,-2.62979121358927,sub14
masking,visible,f,1.37879568480271,sub14
masking,visible,f,-3.10637131177704,sub14
masking,visible,f,0.651301983365193,sub14
masking,visible,f,-0.08040456339819,sub14
masking,visible,f,-0.822827731399979,sub14
masking,visible,f,5.56347470199163,sub14
masking,visible,f,-2.48808526784038,sub14
masking,visible,f,2.09152967485506,sub14
masking,visible,f,1.15657870368444,sub14
masking,visible,f,0.53966949068916,sub14
masking,visible,f,-0.569166985977933,sub14
masking,visible,f,1.95687671065966,sub14
masking,visible,f,0.67926333124927,sub14
masking,visible,f,1.72686028797483,sub14
masking,visible,f,-0.274758147994223,sub14
masking,visible,f,-2.51297471070598,sub14
masking,visible,f,-1.35384086444978,sub14
masking,visible,f,1.69482908541265,sub14
masking,visible,f,-2.17985860707101,sub14
masking,visible,f,0.0301000448761031,sub14
masking,visible,f,1.14171061278025,sub14
masking,visible,f,-0.0462938498718292,sub14
masking,visible,f,1.64443360760116,sub14
masking,visible,f,0.10437795723671,sub14
masking,visible,f,-0.218438471251331,sub14
masking,visible,f,1.14845406999531,sub14
masking,visible,f,-1.0756451442666,sub14
masking,visible,f,-0.230889221777556,sub14
masking,visible,f,1.00293926042147,sub14
masking,visible,f,-0.315868830584986,sub14
masking,visible,f,-0.00892070372263767,sub14
masking,visible,f,-3.22314871292405,sub14
masking,visible,f,0.836018895633211,sub14
masking,visible,f,1.29405978849467,sub14
masking,visible,f,0.804382552725315,sub14
masking,visible,f,3.19979057859122,sub14
masking,visible,f,2.84415301718183,sub14
masking,visible,f,-1.8334051716028,sub14
masking,visible,f,-1.59422865003204,sub14
masking,visible,f,-0.347625009708218,sub14
masking,visible,f,-1.93561761004258,sub14
masking,visible,f,3.52198716305906,sub14
masking,visible,f,-0.471532863821171,sub14
masking,visible,f,-0.39622628779059,sub14
masking,visible,f,2.49452381708683,sub14
masking,visible,f,-0.284991921113208,sub14
masking,visible,f,-0.552029676064149,sub14
masking,visible,f,0.292885640708588,sub14
masking,visible,f,1.25363290056386,sub14
masking,visible,f,-0.583704220685567,sub14
masking,visible,f,3.07453669970821,sub14
masking,visible,f,1.11468994366841,sub15
masking,visible,f,3.15596489593725,sub15
masking,visible,f,1.81640081660576,sub15
masking,visible,f,2.05288053111367,sub15
masking,visible,f,-0.951357217775382,sub15
masking,visible,f,6.16705248305402,sub15
masking,visible,f,0.340862032025498,sub15
masking,visible,f,1.24323128673497,sub15
masking,visible,f,-1.93681617769477,sub15
masking,visible,f,1.90530294250924,sub15
masking,visible,f,3.35802265472728,sub15
masking,visible,f,2.53593742657803,sub15
masking,visible,f,0.235472657467013,sub15
masking,visible,f,1.35756888367156,sub15
masking,visible,f,2.78166051155067,sub15
masking,visible,f,1.35547027920529,sub15
masking,visible,f,2.39307907299627,sub15
masking,visible,f,2.73700314556798,sub15
masking,visible,f,4.89956842544049,sub15
masking,visible,f,1.78685312175902,sub15
masking,visible,f,4.65493668709448,sub15
masking,visible,f,4.91148258389807,sub15
masking,visible,f,-0.0895258435696103,sub15
masking,visible,f,-0.374119731781963,sub15
masking,visible,f,5.40848465987945,sub15
masking,visible,f,-2.98740133852461,sub15
masking,visible,f,-1.5153218555697,sub15
masking,visible,f,-1.4705904513185,sub15
masking,visible,f,0.591704826437538,sub15
masking,visible,f,4.29663655499414,sub15
masking,visible,f,0.680327836976819,sub15
masking,visible,f,-2.50378377926238,sub15
masking,visible,f,5.24448028652575,sub15
masking,visible,f,1.40233077394656,sub15
masking,visible,f,3.99151421914393,sub15
masking,visible,f,3.98486032819584,sub15
masking,visible,f,1.1207191788884,sub15
masking,visible,f,-1.56904024006516,sub15
masking,visible,f,-0.341288596025851,sub15
masking,visible,f,7.3069295017455,sub15
masking,visible,f,-2.60692338944766,sub15
masking,visible,f,4.84618890373221,sub15
masking,visible,f,0.69542699602958,sub15
masking,visible,f,1.07984423514634,sub15
masking,visible,f,0.296587815695801,sub15
masking,visible,f,6.5521574715694,sub15
masking,visible,f,-0.402342311568842,sub15
masking,visible,f,2.69224095015236,sub15
masking,visible,f,-1.11768737734157,sub15
masking,visible,f,-3.17730681849791,sub15
masking,visible,f,2.31841065036969,sub15
masking,visible,f,4.20188508884243,sub15
masking,visible,f,0.969120388910259,sub15
masking,visible,f,6.34114746230264,sub15
masking,visible,f,2.14393328354322,sub15
masking,visible,f,5.24935970555431,sub15
masking,visible,f,6.52518458143313,sub15
masking,visible,f,1.91138211242037,sub15
masking,visible,f,-2.11065810075694,sub15
masking,visible,f,-0.336798126418268,sub15
masking,visible,f,2.64444379862773,sub15
masking,visible,f,1.87276104432122,sub15
masking,visible,f,2.9858245729829,sub15
masking,visible,f,2.28189430847315,sub15
masking,visible,f,-3.75663182260186,sub15
masking,visible,f,1.4034834547055,sub15
masking,visible,f,-0.709839332455912,sub15
masking,visible,f,7.32269694956806,sub15
masking,visible,f,8.01823012593943,sub15
masking,visible,f,0.557922439097115,sub15
masking,visible,f,0.542863021689611,sub15
masking,visible,f,3.52397193787902,sub15
masking,visible,f,-2.58024169727723,sub15
masking,visible,f,3.40600466052685,sub15
masking,visible,f,5.6133134398444,sub15
masking,visible,f,2.69846237033501,sub15
masking,visible,f,1.96468253350537,sub15
masking,visible,f,1.21946398424722,sub15
masking,visible,f,-4.14542489825702,sub15
masking,visible,f,0.247608910232425,sub15
masking,visible,f,1.40874927628595,sub15
masking,visible,f,-0.230641907805719,sub15
masking,visible,f,-1.76046019376068,sub15
masking,visible,f,5.21365761163992,sub15
masking,visible,f,1.53680418823412,sub15
masking,visible,f,3.20695533957215,sub15
masking,visible,f,0.390438268652781,sub15
masking,visible,f,1.23577358224696,sub15
masking,visible,f,4.00632508213364,sub15
masking,visible,f,-0.59513420207672,sub15
masking,visible,f,3.80597923792622,sub15
masking,visible,f,2.47720603765034,sub15
masking,visible,f,1.05228517500032,sub15
masking,visible,f,-0.805221674414814,sub15
masking,visible,f,-2.7490829523228,sub15
masking,visible,f,0.142288910410129,sub15
masking,visible,f,1.66176760644403,sub15
masking,visible,f,-1.7768109643696,sub15
masking,visible,f,-0.497809667681766,sub15
masking,visible,f,-1.79599656501822,sub15
masking,visible,f,3.47536611211962,sub15
masking,visible,f,-2.8498575711487,sub15
masking,visible,f,2.64179195998913,sub15
masking,visible,f,-0.877910354038143,sub15
masking,visible,f,0.921269824571672,sub15
masking,visible,f,-4.04708745306284,sub15
masking,visible,f,2.49391633279247,sub15
masking,visible,f,6.7621857361373,sub16
masking,visible,f,-0.691328194556414,sub16
masking,visible,f,7.72698836059464,sub16
masking,visible,f,1.63670530812383,sub16
masking,visible,f,-3.12816226065942,sub16
masking,visible,f,-2.07653778156132,sub16
masking,visible,f,-3.54600771124209,sub16
masking,visible,f,-2.44017771838124,sub16
masking,visible,f,-1.92053997295914,sub16
masking,visible,f,-0.276657176053127,sub16
masking,visible,f,1.96058246265548,sub16
masking,visible,f,0.171267808235167,sub16
masking,visible,f,-0.176522312538023,sub16
masking,visible,f,-3.5284740016759,sub16
masking,visible,f,7.81518221820546,sub16
masking,visible,f,-3.5999479263096,sub16
masking,visible,f,3.243143825414,sub16
masking,visible,f,-1.87589633819486,sub16
masking,visible,f,5.50569587297176,sub16
masking,visible,f,2.73477445247154,sub16
masking,visible,f,1.17094865652205,sub16
masking,visible,f,-4.23083479840759,sub16
masking,visible,f,2.24563740118506,sub16
masking,visible,f,-9.5407651737145,sub16
masking,visible,f,1.72055997929562,sub16
masking,visible,f,-3.30295560324148,sub16
masking,visible,f,0.145876012662893,sub16
masking,visible,f,-2.28510869701699,sub16
masking,visible,f,1.33965778813508,sub16
masking,visible,f,-2.89354993128143,sub16
masking,visible,f,-4.58738122745311,sub16
masking,visible,f,0.388257056719639,sub16
masking,visible,f,-2.27869458782885,sub16
masking,visible,f,0.46234217672069,sub16
masking,visible,f,-1.16062902624847,sub16
masking,visible,f,1.08359415661388,sub16
masking,visible,f,-3.07956346272041,sub16
masking,visible,f,-1.37842931475572,sub16
masking,visible,f,6.52214415400339,sub16
masking,visible,f,-5.05462575721658,sub16
masking,visible,f,-2.1384075951025,sub16
masking,visible,f,-1.66613958401841,sub16
masking,visible,f,-2.89931193538621,sub16
masking,visible,f,-0.52884002244901,sub16
masking,visible,f,2.36391721079063,sub16
masking,visible,f,0.636396501750879,sub16
masking,visible,f,0.278814587128874,sub16
masking,visible,f,1.14969302132976,sub16
masking,visible,f,1.34792156345778,sub16
masking,visible,f,0.691513044354195,sub16
masking,visible,f,0.476400388181252,sub16
masking,visible,f,2.01902858265167,sub16
masking,visible,f,-1.29709983194224,sub16
masking,visible,f,1.61427007701535,sub16
masking,visible,f,-3.58500900301107,sub16
masking,visible,f,4.04645809470628,sub16
masking,visible,f,0.122730085247857,sub16
masking,visible,f,-1.94959070007396,sub16
masking,visible,f,2.68951601899894,sub16
masking,visible,f,-6.16818535101291,sub16
masking,visible,f,4.4249934044648,sub16
masking,visible,f,0.686367997147505,sub16
masking,visible,f,-2.22428808057461,sub16
masking,visible,f,-3.80421820321882,sub16
masking,visible,f,-4.77790282106631,sub16
masking,visible,f,-1.57027112046541,sub16
masking,visible,f,4.04915116711029,sub16
masking,visible,f,-6.071431309866,sub16
masking,visible,f,-3.37212391025158,sub16
masking,visible,f,1.32393178851695,sub16
masking,visible,f,1.53331959011929,sub16
masking,visible,f,-1.4584976775575,sub16
masking,visible,f,-0.805538642638545,sub16
masking,visible,f,-1.00135272288476,sub16
masking,visible,f,-0.377753267160301,sub16
masking,visible,f,5.31570303801955,sub16
masking,visible,f,0.0712085368649435,sub16
masking,visible,f,6.38970955520184,sub16
masking,visible,f,-0.360043512546344,sub16
masking,visible,f,1.87913336306225,sub16
masking,visible,f,2.0524898235397,sub16
masking,visible,f,1.59390066359897,sub16
masking,visible,f,3.26447420081294,sub16
masking,visible,f,-0.120099403810931,sub16
masking,visible,f,-2.44686348467373,sub16
masking,visible,f,11.0097968370647,sub16
masking,visible,f,-0.101949242156682,sub16
masking,visible,f,-2.61303642519626,sub16
masking,visible,f,-5.625327934247,sub16
masking,visible,f,-7.09047103148085,sub16
masking,visible,f,-0.0330428687514607,sub16
masking,visible,f,1.66374147281006,sub16
masking,visible,f,-2.23383290045328,sub16
masking,visible,f,-2.67693098508678,sub16
masking,visible,f,-5.78033584997447,sub16
masking,visible,f,0.342200598252531,sub16
masking,visible,f,-2.63267466891713,sub16
masking,visible,f,-2.13523427448253,sub16
masking,visible,f,-6.03514083847744,sub16
masking,visible,f,-0.617264840386445,sub16
masking,visible,f,-0.44474987670529,sub16
masking,visible,f,0.237186074969048,sub16
masking,visible,f,1.3370178877757,sub16
masking,visible,f,-0.231379610064947,sub16
masking,visible,f,-2.20968110884815,sub16
masking,visible,f,-0.701931909558754,sub16
masking,visible,f,-1.8706515952905,sub16
masking,visible,f,2.47920869921273,sub17
masking,visible,f,1.65123065984458,sub17
masking,visible,f,-0.701238193154216,sub17
masking,visible,f,3.60481426976471,sub17
masking,visible,f,1.70953258399889,sub17
masking,visible,f,0.412397719393194,sub17
masking,visible,f,-2.76905857830185,sub17
masking,visible,f,-1.94290675252408,sub17
masking,visible,f,-4.04040900391151,sub17
masking,visible,f,-7.86856385449792,sub17
masking,visible,f,-0.219636124284235,sub17
masking,visible,f,2.84312938030769,sub17
masking,visible,f,-2.1692077348239,sub17
masking,visible,f,2.05727188580276,sub17
masking,visible,f,5.37329080402824,sub17
masking,visible,f,1.97932335837615,sub17
masking,visible,f,-1.37471895662499,sub17
masking,visible,f,0.759713428592643,sub17
masking,visible,f,-4.98829558991882,sub17
masking,visible,f,-1.85350188020361,sub17
masking,visible,f,-2.25420313956545,sub17
masking,visible,f,-5.54283673535113,sub17
masking,visible,f,0.31717682725203,sub17
masking,visible,f,5.12673912499773,sub17
masking,visible,f,2.88310172606982,sub17
masking,visible,f,-5.59592574237821,sub17
masking,visible,f,2.21210821488285,sub17
masking,visible,f,-4.55574442646908,sub17
masking,visible,f,-4.69632636588033,sub17
masking,visible,f,1.01133124347343,sub17
