paradigm,visibility,stim_type,voltage,sub_num,IB
masking,visible,f,-0.799173976,sub14,yes
masking,visible,f,-4.924758377,sub14,yes
masking,visible,f,-0.037600882,sub14,yes
masking,visible,f,-2.244642591,sub14,yes
masking,visible,f,-2.837045719,sub14,yes
masking,visible,f,-8.853292025,sub14,yes
masking,visible,f,-3.226176699,sub14,yes
masking,visible,f,-3.493240744,sub14,yes
masking,visible,f,-4.159201863,sub14,yes
masking,visible,f,-2.849929517,sub14,yes
masking,visible,f,-7.674828511,sub14,yes
masking,visible,f,-2.252218579,sub14,yes
masking,visible,f,-5.030953322,sub14,yes
masking,visible,f,1.400677627,sub14,yes
masking,visible,f,-7.450726432,sub14,yes
masking,visible,f,-3.890948715,sub14,yes
masking,visible,f,-2.352993499,sub14,yes
masking,visible,f,-3.270044827,sub14,yes
masking,visible,f,2.204714726,sub14,yes
masking,visible,f,-5.314913087,sub14,yes
masking,visible,f,0.0014067,sub14,yes
masking,visible,f,3.095558011,sub14,yes
masking,visible,f,-3.274081838,sub14,yes
masking,visible,f,1.595630267,sub14,yes
masking,visible,f,-1.649404207,sub14,yes
masking,visible,f,-1.944184667,sub14,yes
masking,visible,f,-2.991609285,sub14,yes
masking,visible,f,-7.484487758,sub14,yes
masking,visible,f,0.879933188,sub14,yes
masking,visible,f,-0.78656019,sub14,yes
masking,visible,f,-0.54063276,sub14,yes
masking,visible,f,1.64328801,sub14,yes
masking,visible,f,0.670622132,sub14,yes
masking,visible,f,-3.915535695,sub14,yes
masking,visible,f,4.118283373,sub14,yes
masking,visible,f,-3.371022387,sub14,yes
masking,visible,f,-2.786713781,sub14,yes
masking,visible,f,-3.913431037,sub14,yes
masking,visible,f,3.919725201,sub14,yes
masking,visible,f,-5.53958694,sub14,yes
masking,visible,f,-6.435282937,sub14,yes
masking,visible,f,-0.27002213,sub14,yes
masking,visible,f,-5.723309883,sub14,yes
masking,visible,f,3.163450784,sub14,yes
masking,visible,f,-0.061565509,sub14,yes
masking,visible,f,3.856983451,sub14,yes
masking,visible,f,2.997174813,sub14,yes
masking,visible,f,-4.874582665,sub14,yes
masking,visible,f,0.892603373,sub14,yes
masking,visible,f,-2.416323396,sub14,yes
masking,visible,f,3.750052562,sub14,yes
masking,visible,f,-3.492262861,sub14,yes
masking,visible,f,-2.13659677,sub14,yes
masking,visible,f,0.461568606,sub14,yes
masking,visible,f,3.122160346,sub14,yes
masking,visible,f,-0.380680303,sub14,yes
masking,visible,f,-3.428294016,sub14,yes
masking,visible,f,3.286741401,sub14,yes
masking,visible,f,0.485017341,sub14,yes
masking,visible,f,-2.749425567,sub14,yes
masking,visible,f,1.162066287,sub14,yes
masking,visible,f,-8.119294369,sub14,yes
masking,visible,f,-0.716478453,sub14,yes
masking,visible,f,-4.290883907,sub14,yes
masking,visible,f,-9.297124267,sub14,yes
masking,visible,f,-2.493632721,sub14,yes
masking,visible,f,-0.854725667,sub14,yes
masking,visible,f,-5.132025182,sub14,yes
masking,visible,f,-0.516706297,sub14,yes
masking,visible,f,-3.448650169,sub14,yes
masking,visible,f,3.416604435,sub14,yes
masking,visible,f,-2.063431333,sub14,yes
masking,visible,f,-7.412010844,sub14,yes
masking,visible,f,-1.552458564,sub14,yes
masking,visible,f,-1.674984762,sub14,yes
masking,visible,f,-3.814991466,sub14,yes
masking,visible,f,2.685856581,sub14,yes
masking,visible,f,-2.548382339,sub14,yes
masking,visible,f,-8.158181069,sub14,yes
masking,visible,f,4.590585168,sub14,yes
masking,visible,f,-1.372609124,sub14,yes
masking,visible,f,-2.307354001,sub14,yes
masking,visible,f,-0.911757391,sub14,yes
masking,visible,f,-1.362837574,sub14,yes
masking,visible,f,-3.306816272,sub14,yes
masking,visible,f,-6.593686974,sub14,yes
masking,visible,f,3.747886215,sub14,yes
masking,visible,f,-1.927156599,sub14,yes
